"Title_Number","Tenure","Property_Address","District","County","Region","Postcode","Multiple_Address_Indicator","Price_Paid","Proprietor_Name1","Company_Registration_No","Proprietorship_Category_1","CountryIncorporated1","Proprietor_1_Address_1","Proprietor_1_Address_2","Proprietor_1_Address_3","Proprietor_Name_2","Company_Registration_No_2","Proprietorship_Category_2","CountryIncorporated2","Proprietor_2_Address_1","Proprietor_2_Address_2","Proprietor_2_Address_3","Proprietor_Name_3","Company_Registration_No_3","Proprietorship_Category_3","CountryIncorporated3","Proprietor_3_Address_1","Proprietor_3_Address_2","Proprietor_3_Address_3","Proprietor_Name_4","Company_Registration_No_4","Proprietorship_Category_4","Country_Incorporated4","Proprietor_4_Address_1","Proprietor_4_Address_2","Proprietor_4_Address_3","Date_Proprietor_Added","Additional_Proprietor_Indicator","Latitude","Longitude"
"WM82406","Leasehold","land on the West side of Wheeleys Road, Edgbaston, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BRIGHT IDEAS INTERNATIONAL LIMITED",,"Limited Company or Public Limited Company","SEYCHELLES","Second Floor, 27 Gloucester Place, London W1U 8HU",,,,,,,,,,,,,,,,,,,,,,,,"15-02-2012","N","0","0"
"WM87568","Freehold","Units 1, 2, and 3, 40 Knights Road, Tyseley, Birmingham (B11 3QA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B11 3QA","N",,"STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","52.4521141446864","-1.83792591544381"
"WM91063","Freehold","17 Chiswell Road, Birmingham (B18 4DP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B18 4DP","N","90000","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","PO Box 27, 1 Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"13-06-2008","N","52.4876404570649","-1.9418834946396"
"WM96763","Freehold","2297 Coventry Road, Birmingham (B26 3PU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B26 3PU","N",,"KLEINWORT BENSON (GUERNSEY) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,"BORROWDALE NOMINEES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,,,,,,,,,,,,,,,"01-06-2012","N","52.4512216","-1.7782977"
"MM48005","Leasehold","Apartment 10, Concord House, Holloway Head, Birmingham (B1 1QP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 1QP","N","307500","KOOPMAN INTERNATIONAL",,"Corporate Body","NETHERLANDS","Distelweg 88, 101 HH Amsterdam, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"09-02-2015","N","52.4738571","-1.9041069"
"MM51438","Leasehold","the airspace above the roof of 578 Bordesley Green East, Stechford (B33 8RU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 8RU","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"27-04-2015","N","52.4783954700462","-1.80462779822202"
"MM53032","Leasehold","the airspace above the roof of 18 Chelmsley Grove, Birmingham (B33 0EU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 0EU","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","11a, Yue On Commercial Building, 385-387 Lockhart Road, Wan Chai, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"27-05-2015","N","52.4830401070677","-1.76338998398734"
"MM66553","Freehold","Unit 3, Nobel Way, Birmingham (B6 7EU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B6 7EU","N",,"KWASA LOGIX NO.1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","St Paul's Gate, New Street, St Helier, Jersey JE4 8ZB",,,,,,,,,,,,,,,,,,,,,,,,"04-03-2016","N","52.515811","-1.883866"
"MM66921","Leasehold","Airspace, Building 3, Snow Hill Queensway, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"THREE SNOWHILL BIRMINGHAM S.A.R.L.",,"Corporate Body","LUXEMBOURG","5 Rue Guillaume Kroll, L-1882, Luxembourg","City Place House, 55 Basinghall Street, London EC2V 5DU",,,,,,,,,,,,,,,,,,,,,,,"21-04-2016","N","0","0"
"MM70479","Freehold","land on the north side of Silver Street, Kings Heath, Birmingham (B14 7QU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 7QU","N","750000","LIDL UK ASSETS GMBH","FC017929","Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"19-05-2016","N","52.4338563089363","-1.89475331659436"
"MM70587","Leasehold","Apartment 1914, Metropolitan House, 1 Hagley Road, Birmingham (B16 8TG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8TG","N","152741","WEALTHY MODEL LIMITED",,"Limited Company or Public Limited Company","HONG KONG","12 St. Georges Close, Birmingham B15 3TP",,,,,,,,,,,,,,,,,,,,,,,,"20-05-2016","N","52.4731892903497","-1.91956985483299"
"MM70589","Leasehold","Car Parking Space 31, Metropolitan House, 1 Hagley Road, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WEALTHY MODEL LIMITED",,"Limited Company or Public Limited Company","HONG KONG","12 St. Georges Close, Birmingham B15 3TP",,,,,,,,,,,,,,,,,,,,,,,,"20-05-2016","N","0","0"
"MM70590","Leasehold","Apartment 1903, Metropolitan House, 1 Hagley Road, Birmingham (B16 8TG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8TG","N","163096","WEALTHY MODEL LIMITED",,"Limited Company or Public Limited Company","HONG KONG","12 St. Georges Close, Birmingham B15 3TP",,,,,,,,,,,,,,,,,,,,,,,,"20-05-2016","N","52.4731892903497","-1.91956985483299"
"MM75797","Leasehold","Apartment 409, Metropolitan House, 1 Hagley Road, Birmingham (B16 8HT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8HT","N","124950","JUMBO VILLA UK LIMITED",,"Limited Company or Public Limited Company","HONG KONG","24F, Block 29, Baguio Villa, 555 Victoria Road, Pok Fu Lam, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"08-09-2016","N","52.4731892903497","-1.91956985483299"
"MM82933","Leasehold","Suite 3a, 2 Colmore Square, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SVENSKA HANDELSBANKEN AB (PUBL)","FC014392","Corporate Body","SWEDEN","4M Building, Malaga Avenue, Manchester Airport, Manchester M90 3RR",,,,,,,,,,,,,,,,,,,,,,,,"07-02-2017","N","0","0"
"WK12091","Freehold","137 and 139 Hagley Road, Edgbaston, Birmingham (B16 8UA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8UA","N",,"R.V.B. INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Avenue House, St. Julian's Avenue, St. Peter Port, Guernsey, Channel Islands","Albany House, Hurst Street, Birmingham B5 4BD",,,,,,,,,,,,,,,,,,,,,,,"12-11-1987","N","52.4720710751641","-1.92811018239301"
"WK82028","Freehold","127 Uplands Road, Handsworth, Birmingham, (B21 8BT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 8BT","N","34750","ST JAMES INVESTMENT GROUP LLC",,"Corporate Body","U.S.A.","Exchange Station, Tithebarn Street, Liverpool L2 2QP",,,,,,,,,,,,,,,,,,,,,,,,"21-04-2015","N","52.5131735349225","-1.94485594034298"
"WK87984","Freehold","245 Heeley Road, Selly Oak, Birmingham (B29 6EL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B29 6EL","N","163250","MODERN STUDENT ACCOMMODATION LIMITED",,"Limited Company or Public Limited Company","JERSEY","2 Trevor Street, London SW7 1DU","P O Box 546, Portman House, Hue Street, St Helier, Jersey, JE4 5RP",,,,,,,,,,,,,,,,,,,,,,,"03-09-2014","N","52.4381529987755","-1.93037123221161"
"WK93771","Freehold","land and buildings on the South side of Kingsbury Road, Erdington Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"OCTO HOLDINGS LIMITED",,"Limited Company or Public Limited Company","SEYCHELLES","7 Beeston Place, London SW1W 0JJ","15-16 Brook's Mews, London W1K 4DS",,,,,,,,,,,,,,,,,,,,,,,"01-08-2013","N","0","0"
"WM13909","Freehold","29 Tyseley Lane, Birmingham (B11 3PT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B11 3PT","N","143000","STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","52.4508259902894","-1.83604714157225"
"WM32288","Freehold","Kings Norton Business Centre, 8 Queens Drive, Kings Norton, Birmingham (B30 3HH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B30 3HH","N",,"HEREF MERLIN KINGS NORTON LIMITED",,"Limited Company or Public Limited Company","JERSEY","28-30 The Parade, St Helier, Jersey, JE1 1EQ",,,,,,,,,,,,,,,,,,,,,,,,"25-07-2012","N","52.4165633124444","-1.9230824229176"
"WM75130","Freehold","43 Billesley Lane, Moseley (B13 9QT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B13 9QT","N","295000","ORMFIELD PROPERTIES LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","57/63 Line Wall Road, Gibraltar, GX11 1AA",,,,,,,,,,,,,,,,,,,,,,,,"01-08-2016","N","52.4414811342504","-1.8774349474685"
"WM89531","Freehold","112 High Street, Erdington, (B23 6RS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B23 6RS","N",,"SPRING GOLD LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","273 Preston Road, Harrow, Middx HA3 0PX",,,,,,,,,,,,,,,,,,,,,,,,"16-09-1999","N","52.5243036259673","-1.83798407320879"
"MM90237","Freehold","Land on the west side of The Custard Factory, Gibb Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St. Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WK14105","Freehold","Edmund House, 12-22 Newhall Street, Birmingham (B3 3EW)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 3EW","N",,"EDMUND PROPCO S.A.R.L",,"Corporate Body","LUXEMBOURG","26a Boulevard, Royal Luxembourg, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"17-04-2013","N","52.481283","-1.9021018"
"WM29711","Freehold","165 Willow Avenue, Edgbaston, (B17 8HJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B17 8HJ","N",,"INTERNATIONAL MISSION BOARD OF THE SOUTHERN BAPTIST CONVENTION",,"Corporate Body","VIRGINIA, U.S.A.","120 Fernleigh, Leyland, Preston PR5 3WL",,,,,,,,,,,,,,,,,,,,,,,,"13-10-2004","N","52.4804214720886","-1.96428816431052"
"WM75560","Freehold","171 to 178 Argyle Street, Nechells","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"INDUSTRIALS UK LP",,"Unlimited Company","DELAWARE, U.S.A.","10-12 Blandford Street, London W1U 4AZ",,,,,,,,,,,,,,,,,,,,,,,,"15-09-2015","N","0","0"
"WM84360","Freehold","1792 Pershore Road, Kings Norton, Birmingham (B30 3AU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B30 3AU","N","125000","SUSSEX INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","ST KITTS AND NEVIS","P O Box 556, Main Street, Charlestown, St Kitts & Nevis","6 Place De Eaux-Vives, 1207 Geneva, Switzerland",,,,,,,,,,,,,,,,,,,,,,,"22-03-2016","N","52.4175808762865","-1.92571258140429"
"WM85628","Freehold","Smithfield Garage, Little Ann Street, Deritend","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 3 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"MM89018","Leasehold","airspace above the roof of 398 Kitts Green Road, Birmingham (B33 0DP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 0DP","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","15th Floor, Menara Summit, Persiaran Kewajipan, USJ 1, Subang Jaya, 47600, Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,"23-06-2017","N","52.4812017260615","-1.77497380540815"
"MM305","Leasehold","Unit 310, Lyttleton House, Bridge Road, Saltley, Birmingham (B8 3TE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B8 3TE","N",,"MASS.COM LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Unit 10805 PO Box, 6945, London W1A 6US",,,,,,,,,,,,,,,,,,,,,,,,"27-01-2012","N","52.4845195","-1.8504837"
"MM306","Leasehold","Unit 311, Lyttleton House, Bridge Road, Saltley, Birmingham (B8 3TE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B8 3TE","N",,"MASS.COM LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Unit 10805 PO Box, 6945, London W1A 6US",,,,,,,,,,,,,,,,,,,,,,,,"27-01-2012","N","52.4845195","-1.8504837"
"WM882756","Leasehold","139 Upper Marshall Street, Birmingham (B1 1LJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 1LJ","N","212500","DEXMA INVESTMENTS S.A.",,"Unlimited Company","BRITISH VIRGIN ISLANDS","Kounnis & Partners, Sterling House, Fulbourne Road, London E17 4EE",,,,,,,,,,,,,,,,,,,,,,,,"09-09-2013","N","52.4744322","-1.9058957"
"WM884462","Freehold","Waterway Court, Prince of Wales Lane, Yardley Wood Road, Kings Heath (B14 4HW)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 4HW","N",,"ADRIATIC LAND 3 LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Mont Crevelt House, Bulwer Avenue, St Sampson, Guernsey, GY2 4LH",,,,,,,,,,,,,,,,,,,,,,,,"19-01-2015","N","52.4113530396064","-1.86690315013934"
"WM885364","Freehold","Soho Hill Medical Centre, Orsborn House, 55 Terrace Road, Handsworth, Birmingham (B19 1BP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B19 1BP","N","11482000","MEDICX GPG HOLDINGS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","6th Floor, 33 Holborn, London EC1N 2HT",,,,,,,,,,,,,,,,,,,,,,,,"03-05-2017","N","52.5012118356756","-1.92052054508771"
"WM911029","Freehold","69 Moland Street, Birmingham (B4 7EY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B4 7EY","N",,"WESTBOURNE PORTFOLIO S.A.R.L.",,"Corporate Body","LUXEMBOURG","7th Floor, Cottons Centre, Cottons Lane, London SE1 2QG",,,,,,,,,,,,,,,,,,,,,,,,"15-07-2016","N","0","0"
"WM477314","Freehold","109-117 (odd), High Street, Kings Heath, Birmingham (B14 7BU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 7BU","N",,"NANTES PROPERTIES LIMITED","3744V","Limited Company or Public Limited Company","ISLE OF MAN","1st Floor, Jubilee Buildings, Victoria Street, Douglas, Isle Of Man, British Isles IM1 2SH","1 St Pauls Square, Birmingham B3 1QU",,,,,,,,,,,,,,,,,,,,,,,"26-06-2009","N","52.434779646658","-1.89183875739901"
"WM489475","Freehold","Land on the north East side of Heath Mill Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 5 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM494125","Freehold","125 Kings Road, Tyseley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HELIX PROPERTY LIMITED",,"Limited Company or Public Limited Company","JERSEY","13-14, Esplanade, St Helier, Jersey, JE1 1BD",,,,,,,,,,,,,,,,,,,,,,,,"03-07-2015","N","0","0"
"WM506550","Freehold","Unit 4, Emanuel Court, 20-24 Reddicroft, Sutton Coldfield (B73 6BN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B73 6BN","N",,"ADIEMUS LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","16, St Georges Street, Douglas, Isle Of Man, IM1 1PL",,,,,,,,,,,,,,,,,,,,,,,,"14-12-1998","N","52.565016520209","-1.82333227314429"
"WM506959","Freehold","65 Ronald Road, Birmingham (B9 4UL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B9 4UL","N",,"THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND","FC007248","Unlimited Company","IRELAND","P O Box 27, One Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"28-01-2009","N","52.5050619","-1.9069115"
"WM522173","Freehold","12-14 Regent Place, Birmingham (B1 3NJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 3NJ","N","950000","SATADRA LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","52 Westferry Road, London E14 8LW",,,,,,,,,,,,,,,,,,,,,,,,"12-05-2017","N","52.4860325","-1.9100533"
"WM526248","Freehold","land lying to the south of York Road, Kings Heath","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK ASSETS GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,,"N","0","0"
"WM531806","Freehold","land on the South side of York Road, Kings Heath","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK ASSETS GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,,"N","0","0"
"WM538203","Freehold","Unit 3, Nechells Business Centre, Dollman Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SHELL TRUST (UK PROPERTY) LIMITED",,"Limited Company or Public Limited Company","BERMUDA","Third Floor One New Change, London EC4M 9AF","3rd Floor, Continental Building, 25 Church Street, Hamilton, HM12, Bermuda","Riverbank House, 2 Swan Lane, London EC4R 3TT",,,,,,,,,,,,,,,,,,,,,,"02-04-2007","N","0","0"
"WM574862","Freehold","122 Hubert Road, Birmingham (B29 6ER)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B29 6ER","N","190000","MODERN STUDENT ACCOMMODATION LIMITED",,"Limited Company or Public Limited Company","JERSEY","2 Trevor Street, London SW7 1DU","P O Box 546, Portman House, Hue Street, St Helier, Jersey, JE4 5RP",,,,,,,,,,,,,,,,,,,,,,,"03-09-2014","N","52.4402123571604","-1.93145665680449"
"WM603777","Freehold","Bulls Head, The Green, Kings Norton, Birmingham (B38 8RU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B38 8RU","N",,"MILTON PORTFOLIO PROPERTY 2 LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","First Names House, Victoria Road, Douglas, IM2 4DF, Isle of Man","20 Balderton Street, London W1K 6TL",,,,,,,,,,,,,,,,,,,,,,,"01-09-2017","N","52.4071104339314","-1.93047780916261"
"WM612009","Freehold","2 Ash Way, The Pippins, New Oscott, Birmingham (B23 5DN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B23 5DN","N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","52.5392779668972","-1.86405546454959"
