"","generalElectionVote","partyId1","partyId","countryOfBirth","reasonForVote"
"1048",6,6,6,1,2
"1049",1,1,1,2,2
"1050",NA,99,9999,NA,NA
"1051",1,10,10,1,5
"1052",2,10,10,1,5
"1053",6,10,10,1,5
"1054",NA,2,2,1,NA
"1055",4,4,4,2,2
"1056",2,2,2,2,1
"1057",NA,10,10,2,NA
"1058",1,1,1,2,2
"1059",4,4,4,NA,2
"1060",2,10,10,2,5
"1061",4,4,4,2,1
"1062",2,1,1,2,4
"1063",4,4,4,2,1
"1064",4,4,4,2,2
"1065",2,2,2,2,3
"1066",4,4,4,2,2
"1067",2,1,1,2,4
"1068",4,4,4,2,2
"1069",4,4,4,2,2
"1070",4,7,7,1,2
"1071",1,1,1,2,2
"1072",2,2,2,1,1
"1073",4,4,4,1,2
"1074",4,1,1,2,4
"1075",4,4,4,NA,2
"1076",1,1,1,2,2
"1077",6,4,4,1,3
"1078",6,4,4,2,3
"1079",4,2,2,2,5
"1080",4,4,4,6,5
"1081",2,2,2,2,1
"1082",3,3,3,1,2
"1083",1,10,10,2,2
"1084",NA,7,7,1,NA
"1085",4,4,4,1,2
"1086",4,4,4,2,1
"1087",2,2,2,1,2
"1088",3,10,10,2,3
"1089",4,4,4,2,2
"1090",4,99,9999,2,9999
"1091",4,4,4,2,2
"1092",4,4,4,2,2
"1093",4,10,10,2,2
"1094",4,4,4,2,1
"1095",4,4,4,2,2
"1096",4,1,1,2,5
"1097",4,4,4,2,2
"1098",2,2,2,1,9999
"1099",6,6,6,2,2
"1100",4,10,10,2,2
"1101",4,4,4,2,2
"1102",4,10,10,2,5
"1103",4,4,4,2,2
"1104",1,1,1,NA,2
"1105",4,4,4,2,2
"1106",4,4,4,NA,2
"1107",4,4,4,2,2
"1108",4,10,10,2,2
"1109",2,2,2,2,1
"1110",2,2,2,1,2
"1111",NA,10,10,2,NA
"1112",2,2,2,2,2
"1113",4,10,10,NA,2
"1114",1,1,1,1,2
"1115",4,4,4,2,2
"1116",2,1,1,2,4
"1117",NA,10,10,2,NA
"1118",NA,10,10,2,NA
"1119",NA,2,2,7,NA
"1120",1,1,1,2,1
"1121",2,2,2,2,2
"1122",4,4,4,2,2
"1123",NA,2,2,5,NA
"1124",1,1,1,2,1
"1125",NA,4,4,NA,NA
"1126",4,4,4,1,2
"1127",1,1,1,2,2
"1128",1,99,9999,2,3
"1129",4,3,3,2,5
"1130",4,7,7,2,2
"1131",4,4,4,2,3
"1132",1,1,1,2,1
"1133",4,2,2,2,2
"1134",1,10,10,2,5
"1135",1,1,1,2,1
"1136",2,2,2,2,1
"1137",4,4,4,NA,2
"1138",4,2,2,2,2
"1139",2,99,9999,2,2
"1140",4,4,4,2,2
"1141",2,2,2,1,2
"1142",NA,10,10,1,NA
"1143",2,3,3,1,5
"1144",3,2,2,1,4
"1145",1,1,1,1,2
"1146",7,10,10,1,2
"1147",7,10,10,1,2
"1148",2,2,2,1,2
"1149",2,2,2,1,2
"1150",2,10,10,1,5
"1151",1,1,1,NA,1
"1152",6,2,2,1,4
"1153",1,1,1,2,2
"1154",7,7,7,1,2
"1155",1,1,1,1,1
"1156",1,1,1,1,2
"1157",1,1,1,2,1
"1158",2,2,2,NA,2
"1159",1,10,10,8,3
"1160",1,1,1,1,2
"1161",1,1,1,1,2
"1162",NA,10,10,1,NA
"1163",NA,10,10,1,NA
"1164",2,8,8,1,1
"1165",1,1,1,1,2
"1166",2,99,9999,1,2
"1167",6,6,6,6,2
"1168",2,2,2,1,2
"1169",1,1,1,1,1
"1170",6,6,6,1,2
"1171",3,3,3,NA,2
"1172",1,1,1,9999,2
"1173",7,2,2,NA,5
"1174",2,2,2,1,1
"1175",1,10,10,1,2
"1176",9,99,9999,1,2
"1177",6,2,2,1,2
"1178",2,10,10,1,3
"1179",1,1,1,1,1
"1180",1,1,1,1,2
"1181",1,10,10,1,2
"1182",2,2,2,1,2
"1183",6,6,6,1,2
"1184",7,10,10,NA,2
"1185",1,99,9999,NA,1
"1186",9,9,9,2,2
"1187",4,4,4,NA,2
"1188",4,10,10,2,3
"1189",3,99,9999,2,0
"1190",2,2,2,2,1
"1191",9999,10,10,8,5
"1192",1,1,1,1,2
"1193",4,1,1,2,3
"1194",NA,10,10,2,NA
"1195",1,1,1,2,2
"1196",NA,1,1,2,NA
"1197",1,1,1,2,2
"1198",4,3,3,NA,4
"1199",1,6,6,1,4
"1200",3,99,9999,1,5
"1201",4,4,4,NA,5
"1202",4,4,4,2,3
"1203",1,1,1,1,2
"1204",4,4,4,2,1
"1205",4,10,10,2,5
"1206",4,4,4,2,2
"1207",1,1,1,2,2
"1208",1,2,2,1,4
"1209",4,7,7,NA,2
"1210",4,4,4,2,2
"1211",4,4,4,1,2
"1212",4,4,4,2,2
"1213",2,2,2,2,2
"1214",3,3,3,2,3
"1215",1,9,9,2,5
"1216",2,2,2,2,1
"1217",4,2,2,2,2
"1218",1,1,1,1,2
"1219",1,3,3,1,4
"1220",1,2,2,NA,2
"1221",4,4,4,2,1
"1222",4,3,3,2,2
"1223",4,4,4,2,2
"1224",3,99,9999,2,5
"1225",2,2,2,2,2
"1226",4,1,1,1,1
"1227",2,2,2,1,2
"1228",1,3,3,2,4
"1229",NA,1,1,1,NA
"1230",3,10,10,2,3
"1231",4,4,4,2,2
"1232",4,4,4,2,1
"1233",NA,4,4,2,NA
"1234",2,2,2,2,1
"1235",4,4,4,2,1
"1236",4,2,2,1,2
"1237",4,4,4,2,2
"1238",4,4,4,2,1
"1239",1,6,6,2,2
"1240",4,10,10,2,2
"1241",NA,99,9999,1,NA
"1242",NA,99,9999,1,NA
"1243",6,3,3,1,5
"1244",2,2,2,1,2
"1245",6,6,6,1,2
"1246",2,2,2,1,1
"1247",2,2,2,1,2
"1248",NA,99,9999,1,NA
"1249",2,2,2,6,1
"1250",6,10,10,1,3
"1251",6,6,6,1,2
"1252",1,10,10,1,5
"1253",7,10,10,1,0
"1254",1,1,1,1,2
"1255",6,99,9999,1,9999
"1256",1,99,9999,7,2
"1257",1,1,1,1,2
"1258",6,99,9999,1,9999
"1259",NA,10,10,1,NA
"1260",8,99,9999,1,1
"1261",2,2,2,1,1
"1262",2,2,2,1,4
"1263",6,10,10,1,2
"1264",2,2,2,1,1
"1265",6,6,6,NA,2
"1266",6,6,6,1,3
"1267",6,1,1,1,2
"1268",6,6,6,1,3
"1269",NA,10,10,NA,NA
"1270",1,1,1,1,1
"1271",2,2,2,1,2
"1272",2,2,2,1,3
"1273",NA,99,9999,NA,NA
"1274",6,10,10,1,0
"1275",NA,10,10,6,NA
"1276",NA,10,10,1,NA
"1277",2,2,2,1,1
"1278",9,2,2,1,2
"1279",6,10,10,1,2
"1280",2,2,2,1,1
"1281",NA,6,6,1,NA
"1282",2,2,2,NA,2
"1283",1,1,1,1,2
"1284",7,99,9999,1,2
"1285",1,1,1,1,1
"1286",6,10,10,1,3
"1287",2,2,2,1,1
"1288",6,99,9999,1,4
"1289",6,6,6,1,2
"1290",2,2,2,1,2
"1291",2,2,2,1,2
"1292",6,6,6,1,2
"1293",2,2,2,NA,5
"1294",1,1,1,1,2
"1295",2,2,2,1,1
"1296",2,2,2,1,2
"1297",2,2,2,1,3
"1298",NA,10,10,1,NA
"1299",NA,10,10,1,NA
"1300",2,8,8,1,4
"1301",2,2,2,1,4
"1302",2,2,2,NA,1
"1303",2,2,2,1,1
"1304",1,1,1,1,2
"1305",NA,10,10,1,NA
"1306",2,2,2,1,1
"1307",2,2,2,1,2
"1308",2,2,2,1,3
"1309",1,1,1,NA,2
"1310",6,1,1,1,5
"1311",2,3,3,1,3
"1312",1,1,1,1,3
"1313",6,2,2,5,4
"1314",2,2,2,NA,2
"1315",2,2,2,1,5
"1316",NA,10,10,NA,NA
"1317",1,1,1,1,2
"1318",2,2,2,NA,2
"1319",2,2,2,1,2
"1320",3,3,3,1,2
"1321",2,10,10,1,2
"1322",2,2,2,NA,2
"1323",1,1,1,NA,2
"1324",6,10,10,1,2
"1325",2,2,2,1,2
"1326",2,7,7,1,2
"1327",2,2,2,1,1
"1328",NA,99,9999,1,NA
"1329",1,1,1,1,2
"1330",2,2,2,1,2
"1331",6,6,6,1,2
"1332",9,10,10,1,5
"1333",1,1,1,1,2
"1334",1,10,10,1,2
"1335",2,2,2,NA,2
"1336",2,2,2,1,2
"1337",2,2,2,1,1
"1338",7,7,7,1,2
"1339",2,2,2,2,2
"1340",1,2,2,1,3
"1341",2,2,2,NA,1
"1342",6,99,9999,1,5
"1343",1,10,10,1,2
"1344",6,10,10,1,5
"1345",6,6,6,5,2
"1346",6,6,6,1,2
"1347",1,1,1,1,2
"1348",2,3,3,NA,2
"1349",6,10,10,1,5
"1350",1,1,1,NA,1
"1351",NA,3,3,1,NA
"1352",2,2,2,NA,2
"1353",1,1,1,NA,2
"1354",2,2,2,1,2
"1355",2,2,2,1,1
"1356",1,1,1,NA,1
"1357",7,7,7,1,2
"1358",2,2,2,1,1
"1359",2,2,2,1,2
"1360",2,2,2,NA,1
"1361",NA,2,2,1,NA
"1362",1,1,1,NA,1
"1363",2,2,2,1,3
"1364",7,10,10,1,0
"1365",1,1,1,1,1
"1366",1,10,10,1,3
"1367",1,10,10,1,2
"1368",NA,10,10,2,NA
"1369",2,2,2,2,3
"1370",2,10,10,1,3
"1371",3,99,9999,1,5
"1372",2,2,2,1,2
"1373",1,1,1,1,2
"1374",1,1,1,1,3
"1375",2,2,2,1,2
"1376",2,2,2,1,2
"1377",1,1,1,1,2
"1378",2,2,2,1,2
"1379",1,1,1,NA,2
"1380",2,2,2,1,1
"1381",7,7,7,1,2
"1382",6,9,9,1,5
"1383",2,2,2,1,1
"1384",6,10,10,1,2
"1385",1,1,1,1,1
"1386",3,3,3,1,1
"1387",2,2,2,1,1
"1388",1,99,9999,1,0
"1389",6,2,2,1,2
"1390",2,2,2,1,2
"1391",2,2,2,1,4
"1392",1,1,1,1,1
"1393",2,10,10,NA,5
"1394",2,99,9999,1,2
"1395",NA,2,2,1,NA
"1396",1,3,3,1,2
"1397",1,10,10,1,2
"1398",7,10,10,1,2
"1399",6,7,7,1,5
"1400",2,2,2,NA,1
"1401",NA,99,9999,1,NA
"1402",1,1,1,1,1
"1403",2,2,2,1,1
"1404",1,1,1,1,1
"1405",7,7,7,1,5
"1406",1,1,1,1,1
"1407",6,1,1,1,2
"1408",1,1,1,NA,2
"1409",1,10,10,NA,5
"1410",NA,1,1,2,NA
"1411",6,6,6,1,2
"1412",6,1,1,1,5
"1413",1,1,1,1,1
"1414",2,2,2,NA,2
"1415",6,2,2,1,5
"1416",1,1,1,1,2
"1417",2,2,2,1,1
"1418",1,99,9999,1,1
"1419",1,1,1,1,2
"1420",1,1,1,1,2
"1421",7,2,2,1,2
"1422",2,2,2,NA,2
"1423",2,10,10,1,5
"1424",6,1,1,1,5
"1425",2,2,2,NA,2
"1426",NA,99,9999,9999,NA
"1427",1,99,9999,6,2
"1428",6,2,2,1,5
"1429",1,1,1,6,1
"1430",1,1,1,1,1
"1431",1,99,9999,1,2
"1432",1,1,1,1,1
"1433",2,3,3,1,5
"1434",2,2,2,NA,0
"1435",2,2,2,1,2
"1436",2,10,10,NA,2
"1437",1,1,1,1,5
"1438",1,6,6,1,4
"1439",1,1,1,1,2
"1440",2,2,2,1,2
"1441",6,1,1,1,2
"1442",2,3,3,NA,5
"1443",1,1,1,1,2
"1444",NA,10,10,NA,NA
"1445",2,9,9,1,3
"1446",NA,10,10,1,NA
"1447",3,3,3,1,2
"1448",2,1,1,1,3
"1449",1,1,1,1,2
"1450",6,1,1,1,5
"1451",1,1,1,8,2
"1452",6,6,6,1,2
"1453",1,1,1,1,2
"1454",NA,10,10,4,NA
"1455",NA,1,1,1,NA
"1456",2,2,2,1,2
"1457",1,1,1,1,3
"1458",2,2,2,NA,2
"1459",9,3,3,1,5
"1460",3,10,10,1,1
"1461",6,6,6,1,2
"1462",2,2,2,1,2
"1463",6,2,2,1,4
"1464",1,1,1,1,2
"1465",1,1,1,1,2
"1466",1,1,1,1,2
"1467",1,10,10,1,2
"1468",NA,99,9999,1,NA
"1469",1,6,6,NA,5
"1470",NA,1,1,1,NA
"1471",1,1,1,NA,4
"1472",2,2,2,NA,1
"1473",1,1,1,1,1
"1474",1,1,1,1,2
"1475",6,2,2,1,2
"1476",1,1,1,1,4
"1477",NA,10,10,7,NA
"1478",2,10,10,1,0
"1479",1,9,9,NA,2
"1480",1,1,1,1,2
"1481",NA,10,10,1,NA
"1482",1,1,1,1,2
"1483",1,1,1,1,2
"1484",1,1,1,NA,1
"1485",6,2,2,1,0
"1486",6,2,2,1,5
"1487",NA,10,10,1,NA
"1488",2,2,2,1,1
"1489",2,2,2,1,2
"1490",1,1,1,1,2
"1491",2,10,10,1,1
"1492",3,3,3,NA,2
"1493",6,1,1,1,4
"1494",1,1,1,8,2
"1495",2,2,2,NA,2
"1496",3,9,9,NA,2
"1497",2,2,2,1,2
"1498",1,1,1,1,2
"1499",2,2,2,1,2
"1500",2,2,2,NA,2
"1501",2,10,10,1,3
"1502",6,10,10,1,3
"1503",2,2,2,1,3
"1504",7,7,7,NA,2
"1505",NA,2,2,1,NA
"1506",3,3,3,3,3
"1507",1,1,1,1,1
"1508",1,1,1,1,2
"1509",1,1,1,1,2
"1510",6,10,10,1,0
"1511",1,99,9999,1,2
"1512",2,10,10,1,2
"1513",6,1,1,1,5
"1514",6,2,2,NA,2
"1515",2,3,3,1,2
"1516",2,2,2,1,2
"1517",3,99,9999,1,5
"1518",2,2,2,1,2
"1519",NA,10,10,NA,NA
"1520",1,10,10,1,5
"1521",2,2,2,1,1
"1522",2,2,2,NA,2
"1523",2,2,2,1,2
"1524",2,2,2,1,2
"1525",2,2,2,1,1
"1526",2,2,2,1,1
"1527",1,10,10,NA,2
"1528",7,7,7,NA,2
"1529",1,1,1,1,2
"1530",3,3,3,1,4
"1531",2,2,2,1,2
"1532",2,2,2,NA,1
"1533",2,2,2,1,4
"1534",3,3,3,NA,5
"1535",1,1,1,1,2
"1536",1,1,1,1,2
"1537",7,10,10,1,2
"1538",1,10,10,1,5
"1539",1,1,1,1,2
"1540",3,3,3,NA,5
"1541",1,1,1,1,2
"1542",3,3,3,1,1
"1543",3,3,3,3,2
"1544",3,10,10,1,5
"1545",2,2,2,NA,1
"1546",3,2,2,1,4
"1547",1,1,1,2,5
"1548",1,99,9999,1,2
"1549",1,10,10,NA,0
"1550",1,1,1,1,2
"1551",1,1,1,NA,2
"1552",7,10,10,NA,2
"1553",3,3,3,1,4
"1554",7,7,7,3,2
"1555",1,1,1,1,2
"1556",7,2,2,1,4
"1557",1,1,1,1,2
"1558",6,6,6,1,2
"1559",1,1,1,1,2
"1560",1,1,1,1,1
"1561",3,3,3,2,2
"1562",3,2,2,1,5
"1563",2,2,2,NA,2
"1564",3,10,10,1,5
"1565",1,1,1,1,2
"1566",6,6,6,1,3
"1567",2,2,2,1,4
"1568",2,2,2,1,2
"1569",2,2,2,1,1
"1570",2,2,2,1,2
"1571",2,2,2,1,1
"1572",2,2,2,1,2
"1573",1,1,1,1,2
"1574",2,2,2,1,1
"1575",1,10,10,1,4
"1576",2,2,2,1,2
"1577",7,10,10,1,2
"1578",2,2,2,1,1
"1579",1,1,1,1,2
"1580",2,2,2,NA,1
"1581",6,1,1,1,4
"1582",2,2,2,7,1
"1583",1,2,2,1,2
"1584",2,6,6,1,2
"1585",1,3,3,1,2
"1586",2,99,9999,NA,9999
"1587",NA,1,1,1,NA
"1588",2,10,10,1,0
"1589",2,2,2,1,1
"1590",2,2,2,NA,2
"1591",NA,10,10,1,NA
"1592",1,1,1,NA,2
"1593",2,10,10,1,2
"1594",2,2,2,1,2
"1595",NA,10,10,1,NA
"1596",NA,10,10,NA,NA
"1597",1,1,1,NA,1
"1598",2,2,2,1,1
"1599",2,2,2,1,2
"1600",NA,1,1,1,NA
"1601",6,6,6,1,2
"1602",1,1,1,1,2
"1603",1,1,1,1,2
"1604",1,1,1,5,2
"1605",3,2,2,1,2
"1606",NA,1,1,9999,NA
"1607",6,1,1,6,2
"1608",2,2,2,1,3
"1609",2,2,2,NA,1
"1610",2,2,2,NA,4
"1611",6,1,1,1,2
"1612",2,2,2,1,1
"1613",2,2,2,1,1
"1614",7,7,7,1,0
"1615",6,6,6,1,3
"1616",2,2,2,5,3
"1617",2,2,2,1,2
"1618",2,2,2,1,1
"1619",1,1,1,1,2
"1620",6,1,1,NA,2
"1621",2,9,9,1,4
"1622",1,1,1,1,1
"1623",1,1,1,9999,2
"1624",2,2,2,1,3
"1625",1,1,1,1,1
"1626",1,1,1,1,3
"1627",1,1,1,NA,1
"1628",1,1,1,1,2
"1629",2,2,2,1,2
"1630",1,9,9,1,1
"1631",2,10,10,1,3
"1632",2,2,2,1,1
"1633",1,1,1,1,2
"1634",2,2,2,1,3
"1635",1,3,3,1,3
"1636",2,10,10,NA,0
"1637",1,1,1,1,2
"1638",1,1,1,1,2
"1639",1,1,1,1,2
"1640",1,1,1,1,3
"1641",3,10,10,1,2
"1642",1,1,1,1,2
"1643",2,3,3,NA,4
"1644",2,1,1,1,2
"1645",NA,1,1,7,NA
"1646",2,2,2,1,2
"1647",1,1,1,1,2
"1648",2,2,2,1,1
"1649",2,2,2,1,2
"1650",1,99,9999,1,4
"1651",2,10,10,7,0
"1652",2,10,10,9999,2
"1653",7,99,9999,NA,9999
"1654",1,2,2,1,3
"1655",1,3,3,1,4
"1656",2,7,7,1,4
"1657",2,10,10,1,4
"1658",2,2,2,1,4
"1659",1,99,9999,6,2
"1660",NA,99,9999,NA,NA
"1661",2,2,2,1,2
"1662",1,1,1,1,4
"1663",NA,3,3,6,NA
"1664",2,2,2,6,2
"1665",6,6,6,1,2
"1666",NA,1,1,1,NA
"1667",3,3,3,1,2
"1668",NA,10,10,8,NA
"1669",1,1,1,1,2
"1670",1,1,1,8,2
"1671",1,10,10,1,5
"1672",1,1,1,1,2
"1673",1,10,10,1,2
"1674",2,2,2,NA,1
"1675",7,7,7,1,2
"1676",NA,1,1,1,NA
"1677",1,1,1,1,2
"1678",3,3,3,1,2
"1679",1,1,1,1,3
"1680",NA,1,1,1,NA
"1681",2,2,2,NA,2
"1682",3,3,3,1,2
"1683",1,1,1,1,2
"1684",6,10,10,1,2
"1685",6,10,10,1,0
"1686",1,1,1,NA,2
"1687",2,2,2,1,2
"1688",1,1,1,1,1
"1689",1,1,1,2,1
"1690",6,1,1,1,2
"1691",6,9,9,1,2
"1692",6,6,6,1,2
"1693",1,1,1,1,2
"1694",2,3,3,NA,2
"1695",6,1,1,1,2
"1696",6,6,6,1,5
"1697",1,1,1,1,2
"1698",6,6,6,1,2
"1699",2,2,2,1,2
"1700",1,1,1,1,2
"1701",2,2,2,1,2
"1702",2,9,9,1,3
"1703",6,1,1,NA,3
"1704",2,2,2,1,3
"1705",NA,6,6,1,NA
"1706",3,3,3,1,2
"1707",1,1,1,1,1
"1708",2,2,2,1,2
"1709",6,1,1,1,5
"1710",1,1,1,5,2
"1711",1,1,1,2,2
"1712",1,2,2,1,3
"1713",2,2,2,1,2
"1714",1,6,6,1,4
"1715",1,1,1,1,2
"1716",1,10,10,1,1
"1717",1,1,1,2,2
"1718",6,99,9999,1,2
"1719",3,2,2,1,2
"1720",1,1,1,1,2
"1721",1,1,1,1,1
"1722",1,1,1,1,2
"1723",6,1,1,1,5
"1724",1,1,1,1,2
"1725",2,2,2,1,2
"1726",2,2,2,1,2
"1727",2,99,9999,1,2
"1728",2,2,2,1,2
"1729",2,2,2,NA,9999
"1730",1,1,1,1,2
"1731",7,7,7,1,1
"1732",2,2,2,1,2
"1733",1,1,1,1,2
"1734",6,1,1,1,2
"1735",1,1,1,1,2
"1736",1,1,1,1,2
"1737",3,6,6,1,5
"1738",1,1,1,1,2
"1739",1,10,10,NA,2
"1740",3,2,2,1,4
"1741",1,1,1,1,2
"1742",1,1,1,1,2
"1743",6,6,6,1,2
"1744",1,1,1,1,2
"1745",1,1,1,1,2
"1746",6,2,2,1,2
"1747",7,7,7,1,2
"1748",1,1,1,1,0
"1749",2,2,2,1,1
"1750",3,3,3,1,2
"1751",1,10,10,1,4
"1752",7,7,7,1,2
"1753",NA,10,10,1,NA
"1754",1,2,2,1,2
"1755",1,6,6,1,4
"1756",1,1,1,1,2
"1757",1,1,1,1,3
"1758",2,7,7,1,2
"1759",1,1,1,6,2
"1760",2,2,2,1,3
"1761",2,2,2,5,2
"1762",1,1,1,1,2
"1763",1,3,3,1,5
"1764",6,6,6,NA,2
"1765",2,2,2,1,1
"1766",1,1,1,1,1
"1767",2,7,7,1,4
"1768",2,3,3,8,3
"1769",6,6,6,1,2
"1770",6,6,6,1,2
"1771",2,2,2,1,2
"1772",2,8,8,1,2
"1773",2,2,2,1,3
"1774",1,10,10,1,3
"1775",1,1,1,1,1
"1776",2,2,2,1,2
"1777",1,1,1,1,1
"1778",6,1,1,1,2
"1779",1,10,10,NA,4
"1780",2,2,2,8,2
"1781",6,10,10,NA,3
"1782",6,6,6,1,2
"1783",2,10,10,2,2
"1784",2,2,2,3,2
"1785",1,3,3,1,5
"1786",2,3,3,NA,4
"1787",1,10,10,1,3
"1788",7,1,1,NA,3
"1789",2,3,3,1,2
"1790",3,3,3,NA,5
"1791",2,2,2,1,2
"1792",7,7,7,1,2
"1793",1,1,1,1,2
"1794",NA,2,2,6,NA
"1795",3,99,9999,1,3
"1796",2,1,1,1,1
"1797",3,2,2,1,2
"1798",3,1,1,1,4
"1799",3,2,2,1,4
"1800",2,3,3,1,4
"1801",3,3,3,1,3
"1802",2,2,2,1,5
"1803",3,6,6,1,4
"1804",1,1,1,1,2
"1805",3,1,1,1,4
"1806",3,1,1,2,5
"1807",3,10,10,6,3
"1808",2,10,10,1,3
"1809",2,10,10,1,4
"1810",7,7,7,7,1
"1811",3,7,7,NA,5
"1812",2,2,2,1,2
"1813",NA,3,3,7,NA
"1814",3,9,9,1,5
"1815",3,10,10,1,4
"1816",2,2,2,1,2
"1817",2,2,2,1,2
"1818",NA,10,10,3,NA
"1819",NA,9,9,8,NA
"1820",2,2,2,1,1
"1821",NA,2,2,1,NA
"1822",2,2,2,NA,2
"1823",1,3,3,1,3
"1824",3,1,1,6,4
"1825",2,2,2,1,2
"1826",6,6,6,3,2
"1827",2,2,2,1,2
"1828",2,2,2,1,2
"1829",1,1,1,7,2
"1830",1,1,1,1,1
"1831",2,2,2,NA,2
"1832",2,2,2,1,2
"1833",7,3,3,1,5
"1834",3,3,3,3,2
"1835",3,3,3,1,5
"1836",3,3,3,1,5
"1837",9999,99,9999,1,2
"1838",3,3,3,1,3
"1839",2,2,2,3,2
"1840",NA,1,1,1,NA
"1841",9,10,10,2,5
"1842",2,10,10,1,1
"1843",NA,1,1,NA,NA
"1844",7,10,10,7,2
"1845",3,1,1,2,3
"1846",6,6,6,1,2
"1847",7,2,2,2,2
"1848",2,10,10,1,5
"1849",6,6,6,NA,2
"1850",1,1,1,1,5
"1851",3,2,2,1,4
"1852",6,6,6,NA,2
"1853",1,1,1,NA,2
"1854",1,1,1,1,2
"1855",1,10,10,1,2
"1856",2,2,2,1,1
"1857",2,2,2,1,2
"1858",2,2,2,1,2
"1859",2,2,2,1,2
"1860",NA,10,10,1,NA
"1861",1,1,1,1,1
"1862",1,10,10,1,5
"1863",1,1,1,1,1
"1864",2,2,2,1,1
"1865",2,2,2,1,1
"1866",2,2,2,NA,2
"1867",2,99,9999,1,5
"1868",1,1,1,1,2
"1869",1,1,1,1,2
"1870",3,2,2,1,2
"1871",2,2,2,1,1
"1872",2,2,2,1,1
"1873",6,1,1,1,2
"1874",1,1,1,1,1
"1875",NA,10,10,1,NA
"1876",1,1,1,1,2
"1877",4,4,4,2,2
"1878",7,7,7,1,2
"1879",4,4,4,2,3
"1880",7,10,10,2,2
"1881",1,1,1,1,2
"1882",7,7,7,2,2
"1883",4,4,4,2,2
"1884",3,10,10,2,3
"1885",4,4,4,2,1
"1886",1,1,1,1,2
"1887",4,4,4,8,2
"1888",4,4,4,2,2
"1889",3,2,2,1,4
"1890",1,1,1,2,2
"1891",4,4,4,1,5
"1892",4,4,4,2,3
"1893",3,3,3,1,3
"1894",1,1,1,NA,2
"1895",4,4,4,2,2
"1896",3,10,10,1,2
"1897",1,99,9999,2,3
"1898",4,4,4,2,2
"1899",6,6,6,2,2
"1900",4,4,4,2,2
"1901",1,1,1,1,2
"1902",1,1,1,2,2
"1903",4,2,2,1,2
"1904",1,1,1,3,2
"1905",3,4,4,2,9999
"1906",4,2,2,1,2
"1907",3,1,1,1,5
"1908",3,3,3,1,5
"1909",4,4,4,2,1
"1910",4,10,10,1,2
"1911",4,4,4,2,2
"1912",NA,6,6,6,NA
"1913",1,1,1,2,3
"1914",4,4,4,2,2
"1915",4,4,4,2,2
"1916",4,4,4,2,2
"1917",4,3,3,2,2
"1918",2,2,2,1,2
"1919",1,1,1,1,2
"1920",1,1,1,1,1
"1921",3,3,3,2,3
"1922",4,4,4,2,3
"1923",4,4,4,2,2
"1924",1,99,9999,2,3
"1925",NA,10,10,NA,NA
"1926",4,2,2,2,4
"1927",1,3,3,2,5
"1928",4,4,4,2,2
"1929",1,1,1,2,5
"1930",4,4,4,2,2
"1931",1,10,10,1,2
"1932",1,1,1,2,2
"1933",4,3,3,2,4
"1934",3,3,3,NA,2
"1935",3,3,3,1,5
"1936",1,1,1,1,1
"1937",1,3,3,2,4
"1938",NA,99,9999,2,NA
"1939",4,1,1,2,3
"1940",1,1,1,2,1
"1941",2,2,2,1,1
"1942",2,2,2,2,3
"1943",7,3,3,1,2
"1944",2,2,2,1,2
"1945",4,1,1,2,2
"1946",4,4,4,2,2
"1947",4,4,4,2,2
"1948",3,3,3,1,1
"1949",1,1,1,2,2
"1950",4,4,4,2,2
"1951",4,10,10,2,0
"1952",4,4,4,2,2
"1953",3,3,3,1,1
"1954",4,4,4,8,2
"1955",3,3,3,2,2
"1956",NA,2,2,2,NA
"1957",4,4,4,NA,2
"1958",4,4,4,2,2
"1959",4,4,4,1,2
"1960",1,1,1,1,2
"1961",4,4,4,NA,2
"1962",4,10,10,NA,2
"1963",4,7,7,1,4
"1964",4,2,2,2,2
"1965",4,7,7,NA,3
"1966",2,2,2,2,1
"1967",1,1,1,1,2
"1968",4,3,3,1,4
"1969",3,2,2,2,4
"1970",NA,1,1,2,NA
"1971",2,2,2,1,2
"1972",1,10,10,1,2
"1973",2,2,2,1,2
"1974",1,1,1,1,2
"1975",3,3,3,2,1
"1976",3,2,2,2,3
"1977",2,2,2,1,2
"1978",1,1,1,1,2
"1979",4,2,2,6,2
"1980",2,2,2,2,2
"1981",3,3,3,2,3
"1982",4,4,4,2,2
"1983",2,2,2,NA,1
"1984",1,1,1,2,2
"1985",4,4,4,2,2
"1986",1,1,1,1,4
"1987",1,1,1,2,1
"1988",4,4,4,2,2
"1989",4,4,4,2,2
"1990",4,4,4,2,2
"1991",1,1,1,NA,1
"1992",4,4,4,2,2
"1993",NA,4,4,2,NA
"1994",3,10,10,2,3
"1995",4,4,4,NA,5
"1996",4,4,4,2,1
"1997",3,10,10,1,3
"1998",4,4,4,2,2
"1999",2,2,2,1,3
"2000",2,10,10,1,5
"2001",NA,10,10,1,NA
"2002",6,6,6,1,1
"2003",2,3,3,1,2
"2004",2,2,2,NA,2
"2005",2,2,2,1,2
"2006",2,6,6,1,4
"2007",1,1,1,1,3
"2008",9,9,9,8,5
"2009",2,99,9999,7,2
"2010",2,10,10,1,2
"2011",7,2,2,1,5
"2012",1,10,10,1,2
"2013",1,10,10,1,2
"2014",NA,2,2,NA,NA
"2015",7,7,7,1,3
"2016",2,2,2,1,2
"2017",2,2,2,1,1
"2018",2,2,2,1,3
"2019",1,10,10,1,2
